원본,라벨,독어_역번역
그 반지 멋진걸? 안돼요 이리 내 어서! 이건 결혼 반지입니다 내놓지 못해? 안돼요 돈을 드릴게요 가진 돈 다 내놔 이 반지 만큼은 안 됩니다 이건 결혼반지란 말이에요 꽤 값나가 보이는데 어서 내놓지 못해? 안돼 제발 돌려주세요,갈취 대화,"이 반지 멋있나요? 아니, 이리와! 이것은 결혼반지입니다. 보여줄 수는 없나요? 아니요, 돈은 제가 드리겠습니다. 내가 가진 돈을 모두 주세요. 이 반지만큼은 아니예요. 이것은 결혼반지입니다. 그만한 가치가 있는 것 같습니다. 그냥 주면 안되나요? 아니요, 반품해주세요"
오늘 신규 입사하신 분과 담당할 동물 다시 재 배정하겠습니다. 이 배정 그대로 5년동안 진행하셔야 합니다. 저는. 어디지? 아 대학 나온 똑부러진 학생과 판다 담당하도록 하겠습니다 의의 없으시죠? 그럼 아 학생 길동이고 나왔다고 했지? 네 맞습니다. 길동이고 반려동물 학과 나왔습니다. 그러면 음. 저기 악어 아니면 뱀 담당해라. 너는 저기서 골라. 혹시 다른 동물 티오도 많은 것 같은데 다른곳에 지원은 못합니까? 고졸 주제에 두 동물 선택권 준 것만으로도 감사합니다. 하면서 골라야지 눈치가 없어요? 아 저는 다른 분들은 알아서 고르시길래 저도 되는 줄 알았습니다. 이래서 내가 고졸을 싫어해. 눈치도 없는데 욕심은 많아. 정작 잘 하지도 못 해. 와 저 두 동물 진짜 최고의 난이도라 아무도 안 맡고 싶어하는데 어떡해. 상관쓰지 마세요. 어쩌피 고졸들 인내심도 없어서 2주 하면 그만둬요. 그리고 사회적으로도 조금이라도 지식인을 사회에 두고 싶어하지 저런 꼴통들 신경 쓰지도 않아요.,직장 내 괴롭힘 대화,"오늘은 신입사원과 책임감 있는 동물을 투입하겠습니다. 이 명령은 5년 동안 지속되어야 합니다. 그래요. 어디입니까? 아, 팬더는 대졸 밝은 사람에게 맡길 예정이에요. 아무 소용 없어요, 그렇죠? 그럼 길동이라는 학생이라고 했죠? 네, 맞습니다. 저는 길동에 거주하며 애완동물을 전공했습니다. 그럼 음. 거기에 있는 악어나 뱀을 조심하세요. 거기서 선택하세요. 다른 동물들도 많이 있는 것 같은데 다른 곳에는 신청할 수 없나요? 고등학교 졸업 테마로 두 가지 동물 옵션을 제공해 주셔서 감사합니다. 선택에 대한 느낌이 없습니까? 아, 다른 분들이 직접 선택해주셔서 나도 할 수 있겠다 싶었어요. 이래서 내가 고졸자를 싫어하는구나 나는 두뇌가 없지만 욕심이 많습니다. 나는 그것을 잘하지 못합니다. 와, 이 두 동물은 정말 가장 어려운 동물이라 누구도 경쟁하고 싶어하지 않는데 어떻게 해야 할까요? 상관없어요. 어쩐지 고등학교 졸업자들은 인내심이 부족해서 2주만에 포기하고 맙니다. 그리고 사회적으로 그들은 사회에 최소한 몇 명의 지식인이 있기를 원하며 그런 바보에는 관심이 없습니다."
이봐 비켜. 먼저 서있었는데요 아오씨 한 대 때리면 날라갈 것 같이 생겨선 네? 비키라고 근데 제가 먼저 한국말 못 알아들어? 맞기 전에 비켜. 아니 그래도. 아니 귀 먹었나 말귀를 못 알아듣네 아. 네 먼저 가세요,협박 대화,"이봐, 비켜라. 내가 먼저 서 있었는데 아오가 때리면 날아갈 것 같았다. 뭐? “비켜주세요. 그런데 제가 먼저 한국어를 못 알아듣나요?” 맞기 전에 비켜가세요. 아뇨, 아직요. 아니, 나는 귀머거리임에 틀림없다. 나는 당신이 말하는 것을 이해할 수 없습니다. 응, 먼저 가"
죄송하지만 저 이거 못먹겠어요 이유가 뭔데? 여기서 제가 아는 독극물 냄새가 나요 야 너랑 나랑 아는 사이 아니야? 그냥 성의 있게 마셔 그렇게 말하니까 더 수상해요 저 한테 무슨 악감정이 있다고 안 마셔 때려서 기절시켜서 먹여줘 스스로 마실래 니 손으로 자살할래 도대체 이렇게까지 하시는 이유가 뭐에요? 첫째는 그래야 너가 자살로 인정돼서 내가 의심 안받고 둘째 김도진 넌 너무 잘난척하는게 꼴보기 싫어 살려주세요 죄송해요,협박 대화,"미안하지만 이건 먹을 수 없어요. 이유는 무엇입니까? 여기서 뭔가 독한 냄새가 나네요. 야, 너랑 나랑 아는 사이 아니지? 그냥 진심으로 마셔보세요. 그렇게 말하니까 더 의심스럽네요. 나에 대해 나쁜 감정을 가지고 있기 때문에 마시지 마십시오. 나를 때리고, 쓰러뜨리고, 먹이를 주세요. 직접 마셔볼까? 자신의 손으로 자살하고 싶습니까? 도대체 왜 이러는 걸까요? 첫째, 자살로 인정되어 의심받지 않게 됩니다. 둘째, 김도진 씨, 그렇게 자랑스러운 모습을 보이지 않았으면 좋겠으니 저를 살려주세요. 죄송합니다."
엄마 잘못했어요. 잘못했다면 다니? 내가 너한테 얼마나 쏟아부었는데. 다음부터는 잘할게요. 너무 힘들어서 그래요. 너한테 쏟아부은 돈만 해도 집 한채를 사겠다. 너무 힘들어서 그래요. 힘들어? 뭐가? 밥도 줘. 학원도 마음껏 보내줘. 뭐가? 하루 네 시간도 못자고 밥먹을 시간도 없이 공부해서. 얘가 또 배부른 소리하네. 다 니 미래를 위한거야. . 그런 푸념 할꺼면 그 시간에 단어를 하나 더 외워라. 지금 당장 올라가서 오늘 틀린거 다 복습해 네.,기타 괴롭힘 대화,"엄마, 제가 틀렸어요. 내가 뭔가 잘못했다면 어떻게 될까요? 내가 당신에게 얼마나 쏟아 부었는지. 다음에는 더 잘할게요. 너무 힘들기 때문이죠. 나는 당신에게 쓴 돈으로 만 집을 살 것입니다. 너무 힘들기 때문이죠. 어렵다? 무엇? 나에게도 음식을 주세요. 원하는만큼 자주 학원에 보내주세요. 무엇? 하루에 4시간도 안 자고 밥 먹을 시간도 없이 공부했어요. 또 배가 부르다고 하더군요. 그것은 모두 당신의 미래를 위한 것입니다. . 그렇게 불평한다면 이 시간 동안 한 마디만 더 기억해 보세요. 이제 올라가서 오늘 당신이 잘못한 모든 것을 검토하십시오."
황과장 너 일을 이따구로 하고도 월급받지? 뭐가 잘못되었습니까? 기가막힌다. 니가 내아이디어로 기안작성했네 아니 그건 제걸로. 니 대갈통에서 저런 아이디어도 나오냐? 그게 일주일 전부터 진행한거라서. 일도 못하는 주제에 상사아이디어까지. 니가 그러니까 아직도 그모양이야. .제가 한거 .맞. 주둥이 닫으시고요. 제발 니 일이나 잘하세요.짤라버리기 전에 다시.기안.적어보겠습니다.,직장 내 괴롭힘 대화,"황 과장님, 별 일 다 하면서도 월급은 주시나요? 무슨 일이야? 정말 놀랍습니다. 당신은 내 아이디어로 그것을 디자인했습니다. 아니, 그것은 내 것이었습니다. 이러한 아이디어가 당신의 뱃속에 떠오르나요? 일주일 전부터 시작했기 때문이죠. 업무능력 부족부터 상사 아이디어까지. 아직도 그런다고 하셨어요. .내가 그랬어. 주둥이를 닫습니다. 자신의 일에 신경쓰시기 바랍니다. 불타오르기 전에 다시 글을 쓰겠습니다."
어이 너희 집 어딘지 이제 아는데. 선생님 제발 우리 집에는 오지 마세요. 그럼 내가 얘기한 거 지금 줘야지. 지금 없는데 어떻게 내가 너 은행에서 돈 찾는 거 봤는데. 선생님 제발요. 부인이랑 딸들한테 아는거 다 폭로한다. 제발 안돼요. 드릴게요. 빨리 내놔. 찾아가기 전에. 예. 알겠습니다.,갈취 대화,"야, 이제 네 집이 어디인지 알겠다. 선생님, 우리 집에 오지 마세요. 그렇다면 이제 내가 말한 것을 나에게 말해야 합니다. 지금 당장 돈도 없는데 은행에서 돈을 빼낸다는 걸 어떻게 상상할 수 있겠습니까? 선생님, 부탁드립니다. 그는 아내와 딸들에게 자신이 알고 있는 모든 것을 이야기합니다. 제발 아니오. 내가 너에게 줄게. 빨리 주세요. 가기 전에. 예. 순서대로."
저번에 말했던거 구해왔어? 아직. 아니요. 그렇지만 곧 구할게요. 정말입니다. 저번 달에도 똑같은 소리하지 않았나? 그 전에 네 자리에 있던 사람이 어떻게 되었는지 몰라? 죄송합니다. 제가 정말 잘하겠습니다. 너도 동해 바다 물고기 밥이 되기 싫으면 정신 좀 차리고 다녀. 정말 죽고 싶어서 그래? 그렇지만 요즘 경찰들이 너무 많이 다녀서. 핑계대는거야? 경찰이 무서워 내가 무서워? 정말 죽고싶어? 아니에요. 못 들은 걸로 해주세요. 구해올게요. 그래 그래야지. .노력하겠습니다. 조금만 더 참아주세요.,협박 대화,"지난번에 제가 이야기한 내용을 이해하셨나요? 아직. 아니요. 하지만 곧 받게 될 거예요. 사실이에요. 지난달에도 똑같은 말 하지 않았나요? 이전에 당신 자리에 있던 사람에게 무슨 일이 일어났는지 아시나요? 실례합니다. 정말 잘할 거예요. 동해의 물고기 먹이가 되기 싫으면 정신 차리고 떠나라. 정말 죽고 싶어서 그러는 걸까? 그런데 요즘 경찰이 너무 많아요. 변명하고 있습니까? 경찰이 무서워요? 당신은 나를 두려워합니까? 정말 죽고 싶나요? 아니요. 못 들은 척해주세요. 내가 가져다줄게. 네, 맞습니다. .최선을 다하겠습니다. 인내심을 가지십시오."
니가 그러고도 사람이야? 사람이면 이럴수 있어? 미친새끼 내가 사람으로보여? 내가 내돈 안갚으면 너 피한방울 살한조각까지 다 팔아버린다고 했어 안했어? 일단 금니부터 뽑자 아가리 벌려 아아살려주세요 누가 죽인데? 내돈 만큼만 팔아서 내돈만 받으면 돼그때 살아있으면 사는거고 죽으면 니팔자고 갚을께요 갚을께요 한달만 시간을 주세요. 일단 이자부터 받자. 야 이새끼 금니 뽑아 아악!!! 아 너 운좋은줄알아 지난번에 한놈은 금니없어서 배가르고 콩팥으로 받았어. 아 살려주세요 일주일 준다 그때 돈 안갚으면 니놈 눈알 두개 서로 덜렁거리면서 인사시켜주마,협박 대화,"당신은 아직도 인간인가요? 인간이 그런 일을 할 수 있나요? 미친놈아, 내가 사람으로 보이냐? 만일 네가 나에게 갚지 않으면 내가 네 피 한 방울과 살 한 조각까지 팔겠다고 내가 말하지 않았느냐? 먼저 금니를 꺼냅니다. 입을 벌려라. 아, 도와주세요. 누가 나를 죽였나요? 그냥 내 돈만큼 팔아서 내 돈만 받으면 된다. 이 시점에 아직 살아 계시다면 구매하실 수 있습니다. 당신이 죽으면 내가 그것을 당신에게 팔아서 갚을 것입니다. 한달만 주세요. 먼저 관심을 결정합시다. 야, 이 새끼야, 금니 뽑아라! 아, 당신은 운이 좋군요. 지난번에는 어떤 남자가 금니가 없어서 배를 절개해서 신장을 가져다 줬어요. 아 제발 살려주세요 일주일만 시간 드리고 안갚으면 떨리는 눈으로 인사할게요."
돈 좀 많아보이네? 그치? 그러게 아저씨 비싼 옷만 빼입었는데? 왜 왜들 이래요. 저 바쁩니다. 오 바쁘시다고? 그럼 빨리 보내줘야지. 통행료나 좀 받읍시나? 여기 길이 하나 밖에 없어서 말이야. 한. 15만원 정도면 될 것 같은데. 뭐 뭐요? 고속도로도 아니고. 15만원이나 받는 게 말이나 되요? 싫으면 말고 돌아가쇼 그럼. 어차피 길 여기 밖에 없는데. 돌아갈 수는 있나? 저짝에 있는 내 차로 박으면 아저씨 차가 움직이지도 않을텐데. 헉.! 아 알았소. 주면 되잖소 주면. 이거 받고 좀. 그 그만하시오. 진작 그렇게 나올 것이지.,갈취 대화,"돈이 꽤 많은 것 같죠? 오른쪽? 그럼 비싼 옷만 입었나요? 왜 이러세요? 나는 바쁘다. 아, 바쁘세요? 그럼 빨리 보내야지. 통행료를 청구하시겠습니까? 여기에는 거리가 하나뿐입니다. 하나. 150만원 정도 될 것 같아요. 뭐라고요? 고속도로도 아니고. 15만원 받는게 말이 되나요? 마음에 들지 않으면 돌아가세요. 어쨌든 이 길이 유일한 길이다. 돌아갈 수 있나요? 저기서 내 차를 치면 네 차도 움직이지 않을 거야. 어머나! 아, 알았어. 나한테 주면 나한테 줄 수도 있어요. 이것을 받아가세요. 그만해요. 오래전부터 이렇게 나올 겁니다."
최대리 이리 좀 와봐. 네 부장님. 내가 직장생활 20여년만에 이런걸 첨봐서 그래. 아 네. 육아휴직 신청했습니다. 그건 나도봤지. 근데 무슨 남자가 육아휴직을 써? 저 저도 맞벌이고 이제 아내가 복직을 해서요. 최대리 아내보다 못 벌어? 아님 승진안하고 싶어? 네? 무슨 말씀이신지? 원래 돈 적게버는 사람이 회사 관두는 거아닌가? 저 관두겠다는 아닌데요 휴직신청 올린겁니다. 그러니까 휴직을 왜 쓰냐는거야! 사규에 있다고 다 그리 써도 되나?,직장 내 괴롭힘 대화,"최대리 씨, 이리 오세요. 네, 매니저님. 20년 만에 이런 광경은 처음 봤습니다. 아, 그렇죠. 육아휴직을 신청했습니다. 나도 그걸 봤어. 그런데 어떤 남자가 육아휴직을 쓰나요? 저도 맞벌이를 하고 있고 아내는 이제 직장에 복귀했습니다. 최대대리는 아내보다 수입이 적다? 아니면 승진하고 싶지 않은가? 예? 무슨 뜻이에요? 돈 적게 버는 사람은 직장을 그만 두는 게 사실 아닌가요? 사임한다는 게 아니고 휴학 신청을 했을 뿐입니다. 왜 작별인사를 하는 걸까요? 운영규칙에 있는 내용을 모두 적어도 괜찮나요?"
나 이 립스틱 줘 선물받은거라 안돼 너 립스틱 많잖아 이거 하나만 줘 얘는 진짜 안돼 쪼잔하게 이럴거야? 그냥 좀 줘라 선물받은거라 안돼. 야 씨 이게 뭐라고 이것도 못줘? 너가 사서 쓰면 되잖아 내가 돈이 없어보여? 그 뜻이야 너? 아니 얘는 안된다고,갈취 대화,"이 립스틱 주세요. 선물로 받았어요. 아니. 립스틱이 많으니 이것만 주세요. 그건 정말 아니야, 너도 그럴 거야? 그냥 나한테 주세요. 선물이니까 아니죠. 이봐, 그게 뭐야? 이거 나한테도 못 줘? 구매하셔서 사용하시면 됩니다. 내가 돈이 없을 것 같아? 그게 무슨 뜻이에요? 아니요, 그는 그렇게 할 수 없습니다."
너 성기 사진 보내줘. 흥분될거같아 오빠.그건 좀 그래 부끄럽기도 하고 걱정도 되고. 너 예전에는 잘 보내줬으면서 이제와서 왜 내빼. 당장 보내. 안 그러면 큰 일 당할줄 알아. 오빠.왜 그래. 이러지마.진정해. 아 얼른 보내라고. 아니면 나 그동안 너가 보낸 그런 사진들 신상공개해서 다 뿌린다? 아.안 돼. 그것만은제발 이러지마. 그러니까 얼른 보내라고. 너 학교동기랑 가족들이 이 사진 보면 퍽이나 좋아하겠다. 오빠. 알았어.알았어 말 들을게. 그니까 멈춰. 그럼 내가 지정하는대로 자세 취하고 사진 찍어서 보내. 아니면 너 인생 끝날줄 알아. 원하는 대로 할게. 제발 뿌리지만 말아줘,갈취 대화,"성기 사진을 보내주세요. 나 정말 신날 것 같아, 형. 그렇군요. 부끄럽고 걱정스럽습니다. 예전에는 나한테 잘해줬는데 왜 지금은 날 놔두는 거야? 지금 바로 보내세요. 그렇지 않으면 큰 어려움을 겪게 될 것임을 압니다. 오빠, 왜 그러세요? 그러지 마세요. 진정하다. 아 빨리 보내줘 아니면 보내준 사진 다 공개해서 퍼트릴까요? 안 돼. 제발 그러지 마세요. 그러니 빨리 보내세요. 여러분의 반 친구들과 가족들이 이 사진을 보면 매우 기뻐할 것입니다. 형제. 알았어, 알았어, 들어볼게. 그러니 그만하세요. 그럼 제가 지시한 포즈를 취하고, 사진을 찍어서 보내주세요. 그렇지 않으면 당신의 인생은 끝날 것입니다. 당신이 원하는 것은 무엇이든 할게요. 뿌리지 말아주세요"
야 너 돈 왜 안져오냐? 진짜 이제 없어서 그래 그럼 이 사진 뿌려? 사진 값이라는데 안구해오는거 보면 유출되도 상관 없나봐? 왜그래 진짜 지워줘 그러니까 50만원 가져오라고요 그럼 해결 되는데 멍청한건가? 며칠 전에도 똑같이 50만원 가져 갔잖아 진짜 없어 야 그럼 그냥 뿌린다 미안해내일까지 구해올게 그래 그렇게 착하게 굴어야지 기대할게? 응.,갈취 대화,"이봐, 돈 좀 가져오는 게 어때? 정말 남은 게 없어요. 그럼 이 사진을 공유해야 할까요? 사진값 때문이라고 하는데, 주목하고 있으니 유출해도 상관 없을 것 같은데요? 무슨 일이야? 삭제해 주세요. 그러니 50만원을 가져오세요. 그러면 해결될 텐데 제가 바보인가요? 며칠 전에도 똑같은 50만원을 받았어요. 정말 없어요. 야, 그럼 그냥 버려. 죄송합니다. 내일 가져다 드리겠습니다. 알았어, 네가 정말 친절할 거라 기대하는구나, 그렇지? 뭐."
민재야 밥 잘 먹었어? 누나가 오늘 만나자고 했는데 싫다 그래서 내가 집 앞에서 기다리고 있어 네? 제가 연락하지 말라고 했잖아요. 그리고 제 집은 어떻게 알아내셨어요. 그날 팀플 끝나고 너 집 간다길래 나도 그 방향이라서 그냥 뒤에서 걸어가다가 봤어. 몰래 따라가고 그런건 아니야! 무슨 소리세요. 저번에 누나 집에서 다같이 팀플할 때 저랑 완전 반대 방향이었는데요. 아 그냥 넘겨. 어디야 언제 와. 누나 지금 4시부터 6시간 째 기다리고 있어. 다리아파 빨리 집 문 열어줘. 저 무서워서 안 갈겁니다. 왜 제 허락 없이 개인정보를 캐내요. 빨리와 보고싶단 말이야 민재야 누나가 그럼 민재 얼굴만 보고 갈게 아 아니에요. 저 알바해야해서 오늘 집 늦게 들어가요. 그니까 그냥 집에 가세요. 오늘 알바야? 원래 월 수 금 알바 아닌가? 아 그럼 누나가 알바 하는곳으로 지금 갈게 조금만 기다려. 저에 대해 모든것을 아시나봐요.? 저 알바하는 요일 친구도 잘 모르는데 진짜 소름 끼쳐요. 무서워 하지 마 나 진짜 너가 친 동생 같고 그래서 그래. 조금만 기다려 바로갈게,기타 괴롭힘 대화,"민재야, 잘 먹었어? 언니가 오늘 만나자고 했는데 만나기 싫으니 집 밖에서 기다릴게요, 알았죠? 연락하지 말라고 했잖아. 그런데 우리 집을 어떻게 찾았어요? 그날 팀회의 끝나고 집에 간다고 해서 나도 그쪽 방향이라 그냥 뒤에서 따라가서 봤어. 내가 당신을 몰래 따라다니는 게 아니거든요! 무슨 얘기를 하는 건가요? 지난번에 우리가 언니 집에서 만났을 때 언니는 나와 정반대 방향으로 갔어요. 아, 그냥 넘기세요. 당신은 어디에 있고 언제 오나요? 언니, 오후 4시부터 6시간을 기다렸어요. 다리가 아파요. 빨리 문을 열어보세요. 무서워서 안 갈 거예요. 왜 내 허락 없이 내 개인정보를 파헤쳐요? 빨리 와서 민재를 만나고 싶다. 그러다가 그냥 민재 얼굴만 보고 나가요. 안 돼. 오늘은 아르바이트를 해야 해서 집에 늦게 옵니다. 그러니 그냥 집에 가세요. 오늘 아르바이트가 있나요? 원래는 월요일, 수요일, 금요일에 아르바이트를 하는 거 아닌가요? 아, 그럼 나는 지금 언니가 아르바이트하고 있는 곳으로 갈게. 잠시만 기다리세요. 당신은 나에 대해 모든 것을 알고 있다고 생각합니까? 알바하는 남자친구도 모르는데 정말 무섭네요. 두려움을 갖지 마십시오. 정말 동생 같은 느낌이에요. 이런 이유로. 잠시만 기다리시면 바로 갈게요"
대체 머하고 있는거에요? 네? 무엿이 불편하십니까 고객님? 아니 내가 이걸 샀는데 환불이 왜 안돼 죄송합니다 고객님 혹시 계산하신 카드나 영수증 있으실까요? 그런거 없어. 빨리 좀 해봐 아 죄송합니다 고객님 혹시 그 제품을 언제 구매하셨나요? 저번주에 샀어? 환불하는데 왜이렇게 복잡해 빨리좀 해봐 죄송합니다. 고객님 직원교육 똑바로안하네 내가 다 말할거야. 죄송합니다 고객님 환불처리 도와드리겠습니다.,기타 괴롭힘 대화,"도대체 뭐하는 거야? 예? 몸이 안 좋으신가요 선생님? 아니요, 구매했지만 환불을 받을 수 없어 죄송합니다. 결제하신 카드나 영수증을 갖고 계시나요? 그런 것은 없습니다. 빨리 시도해 보세요. 아, 죄송합니다. 언제 제품을 구매하셨나요? 지난주에 구매하셨나요? 죄송합니다. 환불받기가 왜 이렇게 복잡한가요? 빨리 해보세요. 직원 교육을 제대로 하지 않고 있습니다. 나는 당신에게 모든 것을 말할 것입니다. 죄송합니다. 환불 처리를 도와드리겠습니다."
누나 나 돈 좀 주라 무슨 돈을 또 줘 어제도 가져가 놓고 그건 어제고 오늘 또 필요해서 그래 얘가 나한테 돈 맡겨 놨어? 왜 자꾸 돈 달래 돈 안 주면 엄마한테 누나 애인 있는 거 다 이른다 뭐라고 얘가 이제 협박까지 하네 엄마한테 걸리고 싶으면 마음대로 해 알았어 주면 되잖아 5만원 만 줘 고마워 누나 이번이 마지막이야 이제는 못 줘,갈취 대화,"언니, 돈 좀 주세요. 다시 돈 좀 주세요. 어제 가져갔는데 그건 어제고 오늘 또 필요해요. 그 사람이 나한테 돈을 남겼나요? 왜 자꾸 나한테 돈을 달라고 하는 거야? 돈을 안 주면 엄마는 내 동생에게 애인이 있다는 걸 알게 될 거야. 그는 심지어 지금 나를 위협하고 있습니다. 우리 엄마한테 잡히고 싶으면 마음대로 하시면 됩니다. 알았어, 5만원만 줘. 고마워요, 언니. 이번이 마지막입니다. 더 이상 줄 수가 없어요."
김 대리 승진했는데 뭐 한 턱? 없나? 아유 과장님. 또 그러면 좋은데 저번 달에 제가 쿠키랑 음료수랑 우리 부서랑 옆 부서에 돌렸잖습니까? 아니 코로나 전에는 더 크게 돌렸어. 여러번도 돌렸고. 나도 그랬고 또 드릴 수 있으면 좋은데 제가 요즘 주머니 사정이 안 좋습니다. 대출금도 너무 부담스럽고. 또 딸애 학원비도 최근에 무지 빡빡하더라구요. 김 대리는 김대리 상황만 보이고 딴 사람 눈치는 안중에도 없구나? 좀 하면 어때? 제가 사정 봐가면서 또 되면 하도록 하겠습니다. 과장님. 아니 김 대리는 어떻게 이렇게 사람이 재미가 없어? 담달에 한번 해. 내가 너 승진하는 데 고과 평가 좀 도움 줬다는 것도 알텐데. 원. 이렇게 사람이 눈치가 없네. 과장님. 압니다. 잘 알고요. 과장님 도움없이는 제가 이자리까지 못왔죠. 그럼 기대하겠다. 김 대리 코로나 방역도 풀리는데 맛있는 거 좀 맛보게 해줘. 예. 제가 노력해보겠습니다. 과장님.,직장 내 괴롭힘 대화,"김 대리가 승진했다. 그는 무엇을 했나요? 뭔가 있나요? 아유 대장. 그러면 좋겠는데 지난달에 우리 부서와 옆 부서에 쿠키와 음료수를 나눠줬죠? 아니요, 코로나 이전에는 더 컸습니다. 나는 그것을 여러 번 실행했습니다. 나도 그랬고, 또 주면 좋겠지만 지금은 재정 상황이 좋지 않다. 대출금액도 매우 부담스럽습니다. 게다가 요즘 내 딸의 등록금이 너무 빡빡해요. 김대리는 김대리의 상황만 보고 다른 사람의 생각에는 관심을 두지 않는다고요? 뭔가 어때요? 상황을 검토한 후 필요하다면 다시 조치하겠습니다. 관리자. 김대리 어째서 이렇게 지루할 수가 있지? 한 달에 한 번씩 하세요. 내가 당신의 성과평가를 통해 당신의 승진을 도왔다는 것을 당신은 아마 알고 있을 것입니다. 하나. 사람들은 너무 무지해요. 관리자. 알아요. 나는 그것을 잘 알고 있다. 감독님의 도움이 없었다면 여기까지 올 수 없었을 거예요. 그럼 기대하겠습니다. 김 대리 : 코로나19 방역이 해제되고 있으니 맛있는 거 드셔주세요. 예. 노력하겠습니다. 관리자."
가 어이 거기 잘 어울리네 나 시비 걸지 마세요 가 이쁜 커플 내가 너무 외로워서 클럽에 가려고하는데 돈이 없네 나 어쩌라고요 가 나도 여자친구 좀 사귀어 보자 나 알아서 하세요 가 깔끔하게 십만원으로 퉁치자 그럼 갈길 조용히 갈게 나 싫습니다 가 몸의 대화 하기 싫어 여자친구 겁에 질렸잖아 주고 얼른 가라고 나 하. 알겠습니다,갈취 대화,"이봐, 너 정말 좋아 보인다. 나랑 싸우지 마. 사랑스러운 커플. 너무 외로워서 클럽에 가려고 하는데 돈이 없어요. 어떻게 해야 하나요? 여자친구도 찾아보자. 내가 처리할게. 10만원 정도는 적당히 지불하자. 그럼 조용히 가겠습니다. 싫다, 내 몸과 대화하고 싶지 않다. 친구가 무서워서 빨리 나가라고 했어요. 순서대로"
무릎 꿇고 손 들어. 알겠습니다. 지금부터 제대로 대답하지 않으면 인질을 한 명씩 죽이겠다. 말 할수 없습니다. 뭐? 인질 죽는 꼴 보고 싶어? 인질 먼저 풀어주면 말해드리겠습니다. 무슨 수작이야. 안 돼. 그렇다면 말 할수 없습니다. 그렇게 나오면 인질을 죽일 수 밖에 없군. 죄송합니다. 말하겠습니다.,협박 대화,무릎을 꿇고 손을 들어보세요. 순서대로. 앞으로는 정답을 맞추지 못하면 인질들을 한 명씩 죽이겠습니다. 나는 말을 할 수 없습니다. 무엇? 인질이 죽는 걸 보고 싶나요? 인질을 먼저 풀어주시면 말씀드리겠습니다. 정말 트릭입니다. 아니요. 그렇다면 저는 아무 말도 할 수 없습니다. 이대로 나오면 인질을 죽일 수밖에 없습니다. 실례합니다. 내가 당신에게 말해 보자.
어이 너희들 용모가 왜이리 단정하지 못하냐 중대장님 왜그러 십니까 전역이 코앞입니다 어쭈 말대답을해? 야 이발병 이새끼들 머리 다 밀어버려 길면 너 책임이야 이제! 옙.! 실시 하겠습니다 어디 이발병 짬찌 새끼가 병장 머리에 손을대냐 죄송합니다 하지만 중대장님이 건들기만해 뒤지고 싶으면 이발병 다 머리는 깎았나? 아 그게. 죄송합니다 너 징계야 임마,직장 내 괴롭힘 대화,"야, 왜 이렇게 얌전해 보이는 거야? 중대장님, 왜 이러세요? 전체 캠페인이 곧 시작됩니다. 어떻게 대답할 수 있나요? 이발사 여러분, 머리를 모두 면도하세요. 너무 길어지면 이제 책임은 당신에게 있습니다! 예.! 나는 그것을 할 것이다. 죄송한데 중대장이 하사 머리를 만져 쫓아오려고 하면 이발사들은 모두 머리를 깎아버리나요? 아, 그게 다야. 미안, 징계를 받는 중이구나, 친구."
누구세요 저한테 왜 이러세요? 그건 몰라도 되고 우리가 돈이 좀 필요해서. 네? 몸 건강한데 콩팥 하나 정도 기부한다 생각해. 저기요 뭔가 오해가 있으신 것 같은데. 야 조용히 해. 메스 말고 사시미에 찔려죽고 싶어? 죄 죄송합니다. 이러지 마세요. 아까 약 먹여서 재웠는데. 그냥 패서 기절시킬걸. .너무 아파요. 죄송합니다. 제가 뭘 하면 되나요? 그냥 닥치고 있어. 어차피 내일이면 고깃덩어리가 될 몸인데. 제발 저 정말 열심히 살았어요. 우리도 열심히 할 일 하고 있는 거니까 또 맞기 싫으면 닥쳐.,협박 대화,"당신은 누구이며 나에게 왜 이러는 걸까요? 당신은 알 필요가 없습니다. 우리는 돈이 필요합니다. 예? 몸이 건강해서 신장을 기증할 것 같아요. 아, 오해가 있는 것 같아요. 이봐, 조용히 하세요. 메스 대신 회를 찔러볼까? 죄송합니다. 그러지 마세요. 나는 그에게 약을 주고 일찍 잠들게 했습니다. 그냥 때리고 쓰러뜨리면 됩니다. .너무 아파요. 실례합니다. 어떻게 해야 하나요? 그냥 닥쳐. 내일이면 내 몸은 고깃덩이가 될 것이다. 제발요, 저는 정말 열심히 살았습니다. 우리는 최선을 다합니다. 그러니 다시 맞고 싶지 않다면 닥치세요."
멈춰봐 네? 너 들고 있는 가방 이쁘다 왜 그러세요 아니 너무 이뻐서 내가 좀 빌릴게 저 모르시잖아요 그게 중요해? 이거 아빠가 생일 선물로 사준거란말이에요 생일 선물 챙기다가 골로 가면 내년 생일은 없을후도 있어 그냥 줘 네,갈취 대화,"그만해, 알았지? 당신이 들고 있는 가방이 예쁘네요. 왜 이러는 걸까요? 아니 너무 예뻐서 빌릴 예정이에요. 당신은 나를 모른다. 그게 중요해요? 아버지가 내 생일에 이걸 주셨어. 생일 선물 받고 목적지에 가면 내년에 생일이 없을 수도 있으니 그냥 주세요."
