원본,라벨,독어_역번역
야 이걸로 찔리면 아파? 앗! 아파 오 아파아파 안 아플 줄 찌르지마 찌르쥐마 흑흑. 야 찐따 운다 하지마. 하쥐마. 얘도 아프구나 고통을 느끼네 신기하다 저리가.,기타 괴롭힘 대화,"아, 찔리면 아프나요? 오! Es tut weh, es tut weh, es tut nicht weh, erstech mich nicht, ersteche mich nicht. 이봐, 울지 마. 하지 마세요. 그 사람도 고통스러워요. 그는 고통을 느낀다. 정말 놀랍습니다. 저리 가요."
양대리 네? 양대리는 일처리가 왜 그모양이야 뭐가요 보고서를 내가 맡겼는데 너무 못쓰잖아 내가 발로 써도 이것보단 잘쓰겠어 전 최선을 다했습니다 최선을 다했는데 이따위라고? 죄송합니다 죄송하면 다야? 다시 해오겠습니다,직장 내 괴롭힘 대화,양 대리? 양과장은 왜 그런 일을 하는 걸까요? 나는 그에게 보고서를 맡겼지만 그는 그것을 잘 활용하지 못합니다. 제가 직접 써야 한다고 해도 더 잘 쓸 것 같아요. 나는 최선을 다했다. 최선을 다했는데 그런 말을 하시나요? 죄송합니다. 내가 미안한 건 그게 다야? 나는 그것을 다시 할 것이다
최사원 잠깐만 이리 와줄 수 있어요? 네! 대리님. 아니. 이게 최사원이 다 일을 요즘 너무 잘하고 있어서 하는 말인데 좋게 봐주셔서 감사합니다. 다름이 아니라 내가 내일 장모님 생신이라서 말야 오늘 이 것만 하면 퇴근 할 수 있거든요? 네! 아 장모님 생신 축하드립니다. 하하.고마워요. 그래서 말인데 이거 보고서 마무리만 좀 해줄래요? 네? 대리님이 하시던거여서 제가 내용을. 그리고 저번에도 대리님 일 마무리 제가. 그쵸 ? 저번에도 해 봤잖아 내용은 내가 위에 작성하던 거 보면서 마무리만 지으면 되요. 거의 다 했는데 말이지. 내가 오늘만큼은 칼 퇴근을 해야되서 아.저도 아직 제가 하던 일이. 곧 퇴근 시간인데 마무리가 안된 거면 어차피 연장해야 될 거 내 것도 좀 부탁할게요. 고마워요,직장 내 괴롭힘 대화,"최사원 씨, 잠시 이리 와주실 수 있나요? 네, 선생님. 아니요. 요즘 최사원씨가 너무 잘 지내고 있어서 이렇게 말씀드립니다. 당신의 친절한 말에 감사드립니다. 내일이 시어머니 생신이기 때문에 이것도 다르지 않습니다. 오늘 이것만 하면 퇴근할 수 있겠죠? 네, 시어머니 생신을 축하드립니다. 하하, 고마워요. 지금 이 보고서를 끝낼 수 있나요? 예? 대리님의 발언이라 내용을 적어봤습니다. 그리고 마지막으로 차장 업무를 마쳤습니다. 오른쪽? 우리는 지난번에 그랬어요. 위에 제가 쓴 내용을 확인하시고 내용을 마무리하시면 됩니다. 이제 거의 끝났습니다. 하루 만에 전화해야 해요. 아, 그리고 아직도 내가 하는 일을 해야 해요. 이제 곧 하루라고 할 수 있는데, 아직 준비가 안 됐다면 연장해야 해서 제 것도 물어보고 싶어요. 감사해요"
안녕 몇살이야? 아 저. 17살이요 아 동생이네 말 놓을게 혹시 돈 조금만 빌려줄 수 있어? 바로 갚을게 ! 아. 없는데요. 없다고? 네. 진짜? 네 있으면? 진짜 없어요. 야 가방줘봐,갈취 대화,"안녕하세요, 몇 살이신가요? 아, 그거요. 저는 17살이에요. 아, 내 남동생이군요. 그만 얘기하겠습니다. 돈 좀 빌려줄 수 있나요? 즉시 갚아 드리겠습니다! 음. 나는 아무것도 가지고 있지 않습니다. 아니요? 예. 정말? 예, 그렇다면? 실제로는 없습니다. 야, 가방 내놔"
좀전에 통화한 사람인데요! 네네. 고객님 어떻게할거예요? 알려준대로 했는데 안되기만 하고 해당이벤트 대상도 제외되버렸잖아요!! 고객님 죄송합니다 우선 제가 알려드린 방식으로 하는게 맞는데 오해가 있으신것 같아요 뭐라구요? 그럼 내가 잘못했다는거예요? 고객님 불편드려서 죄송하구요 안타깝지만 해결방법은 없을것 같아요! 미안하기만 하면 그만이예요? 내가 통화한 시간이랑 전화비는요? 피해보상 해주세요!! 그쪽이 잘못 안내해줘서 이벤트 신청을 못한거잖아요!! 이런경우에 대한 피해보상안내는 나와있는게 없습니다 고객님. 죄송하게 되었어요! 뭐라구요?? 아 됐고 더 윗사람 ! 책임자 바꿔봐요!!! 고객님 저랑 통화계속하셨으니 제가 안내하겠습니다. 진정하시구요 잠시 기다려주시겠습니까?,기타 괴롭힘 대화,"아까 얘기했던 사람이에요! 응, 응. 어떻게 하시겠습니까, 손님? 지시대로 따라했는데 안 되서 이벤트 참여가 금지됐어요!! 죄송합니다, 고객님. 우선 말씀드린대로 하는게 맞지만 오해가 있는거 같습니다. 무엇? 그럼 내가 뭔가 잘못했다고 생각하는 거야? 불편을 끼쳐드려 죄송합니다. 불행히도 해결책이 없다고 생각합니다! 그냥 사과하면 되는 걸까요? 통화 시간과 통화 비용은 어떻게 되나요? 파손된 부분은 교체해주세요!! 그래서 잘못된 정보를 입력해서 이벤트에 응모할 수 없었습니다!! 이 경우 보상에 관한 정보는 없습니다. 고객님. 죄송합니다! 무엇?? 아, 그렇구나, 더 높은 직급의 사람이구나! 담당자를 바꾸자!!! 당신이 나에게 끊임없이 말을 걸어왔으니, 내가 당신을 지도해 주겠다. 진정하고 잠시만 기다려 주시겠어요?"
야 이따 정답 알려줘 안돼 알려달라고 안된다고 너 따 당하고 싶냐? 아니. 따 당하기 싫으면 알려줘라 응. 이따 찌르면 보이게 답안지 둬 응.,기타 괴롭힘 대화,"응, 답은 나중에 말해줘. 아니요. 안 된다고 혼나고 싶나요? 아니요. 왕따 당하고 싶지 않다면 알려주세요. 예. 나중에 기웃거리고 있을 때 볼 수 있도록 답안지를 남겨두세요."
꼬마야 돈 있냐 없어요 주머니에 보인다 이거 돈 아니에요 내놔 제발요 학원비라구요 내알바 아니구 여기요 담에 또보자 흑흑.,갈취 대화,"얘야, 돈 있어? 나는 아니에요. 네 가방 속에 있는 걸 봤어. 그건 돈이 아닙니다. 나에게 주세요. 학원비입니다. 그것은 내 사업이 아닙니다. 여기. 나중에 봐요."
보미씨.방금 메일 보냈는데 확인 좀 해주세요 대리님. 이건 대리님 업무 아닌가요? 제가 좀 바빠서요. 이것 좀 해줄수 있죠? 저도 중요한 미팅이 있어서 많이 바쁜데. 하아.보미씨. 여기있는 사람 모두 다 바빠요. 보미씨만 바쁜거 아니잖아요? 신입이라 잘 모르나보네. 대리님. 그럼 내일까지 완성해서 포워딩할께요. 내일까지? 아니요. 지금 당장 해주세요. 지금이요? 아까 말씀드렸지만. 중요한 미팅이 있어요. 미팅은 내일이잖아요.오늘 야근해서라도 이것부터 끝내주세요.이거 얼마나 걸린다고. 제가 입사한지 얼마 안되서.업무속도가 느려요.일단 알겠습니다.,직장 내 괴롭힘 대화,"보미 씨, 방금 이메일을 보냈어요. 확인해 주세요, 대리님. 그게 차장 일 아닌가요? 좀 바빠요. 나를 위해 그렇게 해줄 수 있나요? 나도 중요한 회의가 있어서 매우 바쁘다. 하하, 보미씨. 여기는 다들 바쁘다. 바쁜 사람은 보미뿐만 아니겠죠? 저는 초보라서 아는 게 별로 없는 것 같아요. 아저씨. 그럼 마무리해서 내일까지 전달하겠습니다. 아침에 봐요? 아니요. 지금 해주세요. 지금? 내가 말했듯이. 중요한 회의가 있어요. 회의는 내일이에요. 오늘 야근을 하게 되더라도 이것부터 먼저 끝내세요. 얼마나 걸릴까요? 입사한 지 꽤 되어서 일의 진행 속도가 느리네요. 이해합니다."
김사장. 우리 그동안의 세월을 봐서 내가 많이 봐줬다. 한번만 더 시간을 주면 안되겠나? 김사장도 양심도 없지. 내가 땅파서 장사하나? 하지만 이자가 터무니 없이 비싸네. 그럼 빌리지 말든가 급할때는 좋다고 빌려가놓고 왜그래? 그래서 시간을 조금만 더 주게 제발 이틀 줄게 그안에 안가져오면 눈 한쪽 내놓을 생각해 눈.눈을 말인가? 왜 싫으면 지금 당장 돈 가져오든가 내 어찌든 마련해보겠네.,협박 대화,김 회장. 지난 시간을 생각하면 제가 그 사람을 많이 챙겨줬어요. 다시 시간을 좀 주시면 안 될까요? 김 대통령도 양심이 없다. 땅을 파서 장사를 합니까? 그런데 이자가 터무니없이 높습니다. 그렇다면 빌리거나 급할 때 그냥 빌리는 것은 어떨까요? 그러니 조금만 더 시간을 주세요. 이틀의 시간을 드리겠습니다. 들어갈 수 없다면 눈을 빼는 것을 고려해 보겠습니다. 한쪽 눈. 눈 말인가요? 당신이 하기 싫다면 제가 그 돈을 가져오거나 어떻게든 구하도록 노력하겠습니다.
너길동대학알아? 그런대학이 있었니? 그러게 그런 대학 있는지 너 때매 알았지 이번 공모전 그 대학 학생작품 모방한거더라 그럴리가 내 아이디어야 과연 그럴까? 작품 기사로 제보 할거야 아니라니까 증거 있어? 증거야 작품 비교해보면 사람들이 평가하겠지 표절 아니라구 기사로 오릴거야 그대학 학생인터뷰도따서 너 재개 못하게 할거야 그렇게만 해봐 너 허위사실로 고소할거야,협박 대화,길동대학교를 아시나요? 이런 대학이 있었나요? 그래서 그들은 그러한 대학이 존재한다는 것을 알았습니다. 이번 대회는 이 대학 학생의 작품을 모방한 것이었습니다. 내 생각이 아닐 수도 있었어. 정말 사실인가요? 이에 대해서는 작업 기사에서 보고하겠습니다. 증거가 있나요? 증거입니다. 당신이 당신의 작품을 비교하면 사람들이 당신을 평가할 것입니다. 표절이 아닐 경우 논문으로 게재됩니다. 그들은 또한 이 대학의 학생들과의 인터뷰를 맡아서 계속하도록 허용하지 않습니다. 그렇게 하면 그들은 허위 정보로 당신을 고소할 것입니다.
너 이것도 못해? 아니야 할수있어 노력해볼게 못하면 말을해 나도 잘하고 싶은데 안되네 이것도 못하면서 여길 왜 온거야? 너랑 같이 하는게 좋아서 그럼 다른거 하면 되지 왜 미안해 미안하면 다냐고 아니.,기타 괴롭힘 대화,"당신은 그것조차 할 수 없습니까? 아니, 할 수 있어요. 내가 최선을 다할 수 없다면 말해주세요. 나도 잘하고 싶은데 그러지 못한다. 그것도 못 할 거면서 왜 여기 왔어? 나는 당신과 함께하는 것을 좋아하므로 다른 일을 할 수 있습니다. 왜 미안해요? 미안하다면 그게 전부입니다. 아니요."
야 어이 거기 저 저요 ? 어 그래 거기 너 말도 또 있냐? 저 저 왜요 ? 야 주머니에 있는거 다 털어봐 저 아무것도 없어요 . 털어서 나오면 뒤진다 오.오.오천원 있어요! 전부냐? 털어서 나오면 뒤진다고 했다 네. 전부에요.,갈취 대화,"이봐요, 거기 저 사람이 나인가요? 아 네, 거기에도 말이 있나요? 왜 나야? 야, 주머니에 있는 것 다 털어라. 거기에는 아무것도 없습니다. 털어낼 때 찾아봅니다. 아, 아, 5,000원 ??있어요! 모든 것? 털어내고 나오면 수색한다고 하더군요. 예. 그것은 모든 것입니다."
어이 이게 누구야? 네 돈 떼 먹고 두 다리 쫙 펴고 잘 살고 있었나? 어 형님 잘 지내셨어요 제가 그게 아니구요. 제게 사정이 있어서. 사정!? 그러니까 나한테 돈 빌려 갔을 거 아냐?? 아니 그게 아니고 제가 갚으려 했는데요. 시끄럽고. 내 돈 언제 갚을거야?? 제게 조금만 시간을 주시면 꼭 갚겠습니다. 저도 받을 돈이 있는데 못 받아서 그래요 너 지금 그 말이 몇번째인지 알아?? 그럼 말을 해야지 왜 나를 피하는건데. 피하는 건 아니구요. 시끄럽다고 했지. 열린 입이라고 어디서 지껄여 네 가족이 이 사실 알고 있나? 다들 직장 생활 버젓이 하고 있는거 같은데 내가 가서 확 싸질러 버려 한번 누구 하나 피를 봐야 정신 차릴 거야?? 아닙니다. 가족은 아직 모릅니다 가족에게만은 절대 안됩니다. 그럼 네 손가락 하나 보증으로 잘라가도 될까?? 형님 정말 마지막으로 한번만 더 믿어 주십시오.,협박 대화,"저기, 저 사람은 누구야? 돈을 쓰고 다리 벌리고 잘 살아보셨나요? 아, 형님, 잘 지내셨나요? 그건 내가 아니야. 상황이 있습니다. 상황!? 그럼 나한테 돈을 빌린거겠지?? 아니요, 그게 아닙니다. 나는 그것을 갚으려고 노력했다. 시끄러워요. 언제 갚으시겠어요? 조금만 시간을 주시면 꼭 보답해 드리겠습니다. 저도 돈을 받아야 하는데 받지 못했어요. 내가 그 말을 몇 번이나 했는지 아세요?? 그러면 그것에 대해 이야기해야합니다. 왜 나를 피하는 거죠? 나는 그것을 피하지 않습니다. 시끄럽다고 하더군요. 어디서 입을 벌렸다고 하던데요? 당신의 가족은 이 사실을 알고 있나요? 다들 자기 일을 잘 하는 것 같은데 내가 가서 파괴하면 피를 흘리면 정신을 차리는 사람이 있겠나?? 아니요. 가족들은 아직 모릅니다. 확실히 가족을 위한 것은 아닙니다. 그럼 보증으로 손가락을 잘라도 될까요? 형님, 마지막으로 저를 믿어주세요."
벌써 며칠째야. 어서 내가 말한 자료를 넘겨. 말씀드렸던 대로 저도 접근 권한이 없습니다. 이 칼이 안 보여? 당장이라도 찌르기 전에 어서 해! 저도 정말 방법을 모릅니다. 담당자인 네가 모르면 누가 알아? 죄송합니다. 허튼수작 부리지 마. 어차피 지금 못 받으면 넌 죽는 거야. 제발 목숨만 살려주세요. 내가 못할 거 같아? 당장 방법을 찾아내. 알겠습니다.,협박 대화,벌써 며칠이 지났습니다. 제가 말씀드린 자료를 보내주세요. 말씀드린 대로 저도 접근 권한이 없습니다. 이 칼이 보이지 않나요? 내가 널 찌르기 전에 지금 당장 해라! 나도 그걸 어떻게 해야할지 모르겠어요. 담당자인 본인이 모른다면 누가 알겠습니까? 실례합니다. 바보처럼 행동하지 마십시오. 지금 얻지 못하면 어쨌든 죽을 것입니다. 제 생명을 구해주세요. 내가 할 수 없을 것 같아? 지금 방법을 찾아보세요. 순서대로.
임대리는 애인 있나? 아뇨 없습니다 그래 이렇게 예쁜데 하하 네 감사합니다 몸매도 예쁘고 말이야 죄송한데 그거 성희롱이에요 뭐 칭찬해줬다가 무슨 성희롱이야 뭐가 그렇게 예민해?짤리고 싶어? 아닙니다 죄송합니다 허 참나 딸같아서 잘해줬더니 죄송합니다 사장님,직장 내 괴롭힘 대화,"렌탈리에게 애인이 있나요? 아니 아니. 네, 당신은 너무 예뻐요. 하하, 네, 고마워요. 당신도 몸매가 좋군요. 죄송하지만 이건 성희롱입니다. 칭찬했는데 이게 무슨 성희롱이냐? 왜 이렇게 예민해? 해고되고 싶나요? 아니요, 죄송합니다. 뭐, 내 딸처럼 잘 대해줘서 미안해요, 보스."
용돈이 다떨어졌어 돈좀내놔봐 자기야 나도 없어 몇대 맞아봐야 정신차리지? 제발 부탁이야 그러지말아줘. 니가 피맛을 봐야 돈준다는 말같은데? 무서워자기야 그러니까 돈가져오라고!!! 정말이야 돈구할데가 없어 그럼 넌 돈생길때까지 좀맞자!!! 살려줘제발,갈취 대화,더 이상 용돈이 없어요. 돈 좀 줘 자기야. 나도 가지고 있지 않습니다. 정신을 차리려면 몇 번의 타격이 필요합니다. 그렇죠? 그러지 마세요. 피맛을 보면 돈을 줄 것 같나요? 무서워 자기야 돈을 가져와 !!! 정말 돈 벌 방법이 없으니 돈 나올 때까지 돈 좀 벌어보자!!! 나를 구해주세요
아니 는 왜이렇게 여우같이 굴어? 그치?? 나만 느낀게 아니라니까 실실 남직원들한테 눈웃음 치는 것 좀봐 그러게 일을 웃음으로 하네 정말 같은 여자 망신이다 저번에는 가 한테 고백했다 차였다니까 정말?? 그 불여시한테 홀린거지 말세다 말세 어어 저기 온다 조용조용 씨 오늘 머리 너무 이쁘다 저녁에 약속이라도 있나봐? 네 감사합니다. 욕인지도 모르고 좋다는것좀봐,직장 내 괴롭힘 대화,"왜 여우처럼 행동하는 거야? 오른쪽?? 이것을 느낀 사람은 나뿐만이 아닙니다. 그녀가 실제로 남자 직원들에게 어떻게 웃는지 보세요. 그녀는 웃는 얼굴로 일을 합니다. 나같은 여자에겐 정말 안타까운 일이다. 지난번에 나는 그녀에게 내가 버림받았다고 고백했다. 정말?? 당신은 이 어린 소녀에게 매료되었습니다. 아 안돼, 안돼, 그가 온다. 조용조용 오늘 머리 너무 예쁘네요. 저녁 식사 계획 있어요? 감사해요. 보세요, 그게 모욕인지도 모르겠지만, 저는 그게 좋아요."
야 너 오늘 옷 머냐 내옷???? 새로샀어 야 그몸뚱이에 그게 어울리냐 내몸이어때서 짪고 굵고 어울린다 생각하냐 그리 나쁜건 아니자나 너무 심하다 얼굴색도 이상하고 너무 구리자나 니얼굴이 더구려 이년아 머라고 정신나간년이 머라는거야 개만도 못한년아 주둥이닥쳐,기타 괴롭힘 대화,"야, 오늘 옷은 뭐야? 내 옷???? 나는 새 것을 샀다. 헐 이거 몸에 맞나요? 날씬하고 뚱뚱해서 내 몸에 맞는 것 같나요? 그렇게 나쁘지는 않습니다. 부끄러운 일이다. 당신의 안색은 이상하고 당신은 너무 창백합니다. 얼굴이 더 나빠요. 이년아, 너 뭔데 미친년아? 닥쳐, 개보다 더 나쁜 년아."
안녕하십니까 길동쇼핑몰 김수지 상담원 입니다 무엇을 도와드릴까요? 저기요 왜 이렇게 전화를 안 받아요? 답답해서 진짜 아 고객님 불편을 드려 죄송합니다. 문의 전화가 너무 많아 상담이 지연되고 있던 점 양해 부탁드립니다. 아니 거기 앉아서 전화만 받고 하는 사람들이 뭐가 그렇게 바빠요? 그냥 띵가띵가 노시는거 아닙니까? 아닙니다. 저희 업무가 고객님들 상담 들어드리는건데 절대 놀지 않죠. 다시 한 번 불편 드린 점 너무 죄송합니다. 그니까 그 쇼핑몰에서 시킨 물건도 이따위지. 물건 컴플레인 전화 많으니까 일부러 안 받았죠? 사람들 돈 먹고 그렇게 놀고 있으면 좋아요? 이제 좀 배 부르고 등 따듯하니까 전화 몇 개만 받은거죠. 일 그렇게 처리 하려고 하지 마세요. 고객이 갑이고 너네들은 을이에요 몰라? 아이고. 고객님 전화 너무 늦게 받아서 죄송합니다. 다음부터는 시정하여 나가도록 하겠습니다. 맨날 할 줄 아는 말이 죄송해요. 그놈에 죄송해요. 그냥 이 물건 가져다 버리든 집앞에 두던 할테니까 알아서 가져가세요. 그렇게 띵가띵가 놀면 집에 가지러 올 시간은 있겠네. 아 반품을 원하시는 건가요? 고객님? 그럼 저희 택배 기사 분 보내드릴 테니까 반송하실 택배 상자에 다시 포장하여 집 앞에 놔주시면 가져가서 확인하고 환불 해드리겠습니다. 다음부터 그딴식으로 장사하실 생각 하지마세요. 남들 목소리 듣고 사는 직업이면서 어디서 여유롭게 놀려 배짱을 피워?,기타 괴롭힘 대화,"안녕하세요 길동쇼핑몰 컨설턴트 김수지 입니다. 어떻게 도와드릴까요? 이봐, 왜 전화를 안 받아? 답답하고 불편을 끼쳐드려 정말 죄송합니다. 문의전화가 너무 많아 상담이 늦어진 점 양해 부탁드립니다. 사람들은 왜 그렇게 바쁘게 거기 앉아서 전화를 받나요? 그냥 놀고 있는 거 아냐? 아니요. 우리의 임무는 고객에게 조언하는 것이지만 결코 게으르지 않습니다. 다시 한번 불편을 끼쳐드려 대단히 죄송합니다. 그래서 이 쇼핑몰에서 주문한 물건도 다릅니다. 제품불만 문의가 많아서 일부러 답변을 안하신거겠죠? 사람들이 그렇게 돈을 쓰고 즐겁게 지내도 괜찮을까요? 이제 배도 부르고 등도 따뜻해서 전화 몇 통만 더 받았어요. 그런 일을 처리하려고하지 마십시오. 고객은 A이고 당신은 E입니다. 그걸 모르시나요? 맙소사. 전화를 너무 늦게 받아서 미안해요. 다음부터 이를 수정하도록 하겠습니다. 늘 할 수 있는 말만 해서 미안해요. 그 사람 때문에 미안해요. 이 물건은 버리거나 집 밖에 두므로 직접 가져가세요. 이렇게 이것저것 만지작거리면 집에 와서 집어들 시간이 생길 것입니다. 아, 돌려주실래요? 아저씨? 그러면 배송 기사가 귀하에게 보내드릴 것입니다. 다시 택배박스에 담아 집앞에 맡겨주세요. 접수 후 확인 후 환불해드리겠습니다. 이제부터는 그런 거래는 하지 마세요. 다른 사람의 목소리를 듣는 직업이에요. 그렇다면 어디에서 재미있게 놀고 용기를 뽐낼 수 있나요?"
여보세요? 잘들어 회사 비밀정보가 다 나에게 있어 무엇을 원하시나요? 100억을 인출해서 내가 정하는 장소로 가져와 그렇게 큰 돈은 없습니다 그래? 그럼 이 정보들 다 흘려도 되겠네? 시간을 주십시오 하루 준다 하루로는 정말 안됩니다 더 말 안한다 내일 다시 전화하지,갈취 대화,"안녕하세요? 들어보세요. 저는 회사의 모든 기밀 정보를 갖고 있습니다. 당신은 무엇을 원하세요? 100억을 출금해서 내가 원하는 장소로 가져오세요. 나 돈 그렇게 많지 않아, 알았지? 그럼 이 정보를 모두 공개해도 될까요? 시간을 주세요. 하루만 시간을 주세요. 하루는 정말 부족해요. 더 이상 말하지 않겠습니다. 내일 다시 전화할게요."
뭐해? 그림그려? 어 내 취미야 으음 그러네 딱 그냥 즐기는 취미정도네 어?? 아니 나는 니가 쉬는시간마다 고개쳐박고 뭐하나 했지 아 .그랬어? 응 근데 이렇게 열심히하는것치고 별로 잘하진 못한다 그치? 그래보여? 응 왜 기분상했어?누군가는 현실을 직시하게 따끔하게 말해줘야 그게 진정한 반친구 아니겠어? 어.응 맞아,기타 괴롭힘 대화,"뭐하세요? 그림을 그리나요? 어, 내 취미야. 뭐 그냥 제가 즐기는 취미겠죠?? 아니, 네가 쉬는 시간마다 고개를 숙이고 뭔가를 했어. 아, 그런 짓을 했어? 네, 그런데 그렇게 열심히 일했는데도 잘 못 하는 거죠? 이렇게 생겼나요? 응, 왜 화났어? 누군가는 현실을 직시해야 진정한 동창이 될 수 있다고 말해줘야겠죠? 어, 그렇구나"
야 왜 내 전화 한번에 안 받냐? 어. 미안. 뭐 좀 하고 있었어. 니 내일 학교 가기전에 우리 집 앞으로 좀 와라 어? 왜?. 와서 가방이랑 뭐 좀 들고 가 임마 내가? 그래 임마. 친구가 그것도 못 해주냐? 어. 미안 나 힘들 것 같아. 뭐 새끼야? 그래 학교에서 보자. 어. 미안.,기타 괴롭힘 대화,"이봐, 지금은 전화를 안 받아? 음. 실례합니다. 내가 뭔가를 했어요. 내일 학교 가기 전에 우리 집으로 와, 알았지? 왜?. 가방이랑 뭐 좀 챙겨오세요. 안녕, 나? 응, 친구. 네 친구도 그러면 안 돼? 음. 죄송합니다. 요즘 힘든 시간을 보내고 있습니다. 넌 뭐니? 알았어, 학교에서 보자. 음. 실례합니다."
사과하세요 먼저 욕하셨잖아요 니가 어깨를 치고 갔잖아 어린놈의 쉐끼가 싸가지없이 말조심하시죠? 어어? 어디 눈깔을 똑바로 뜨고 확 눈알을 뽑아 버릴라 하 뽑아 봐 뽑아봐 아주 어린놈의 쉐끼가 못 뽑을 줄 아나 겁대가리없이 확 나이먹고 안부끄러워? 너 임마 저 건물에서 나오는 거 봤어 어? 조심해 어? 뭘 조심해 조심해 진짜 눈깔을 뽑아버릴테니까,협박 대화,"사과하기 위해. 당신이 먼저 욕했어요. 당신은 내 어깨를 때리고 떠났습니다. 젊은 남자에게 무례하게 굴지 말고 말 조심하세요. 뭐? Open your eyes straight and pull your eyeball out. 꺼내세요. 꺼내세요. 아주 어린 놈이 할 수 없을 것 같나요? 두려워하지 않고 나이가 부끄럽지 않습니까? 그 사람이 건물 밖으로 나오는 걸 봤나요? 조심하세요, 그렇죠? 조심해, 조심해, 진짜 눈 찢어지겠다."
껍데기 뿐인 정박아로 태어난 주제에 용케 아직까지 살아있구나. 좋은 아침 좋아질 것 같지 않지만. 모두 네 덕분이지. 너의 존재는 너와 함께하는 모두어게 민폐만 끼칠 뿐이야. 그렇게 생각하든가. 네 생각과는 상관없이 난 잘 살아가고 있어. 내가 말하는 건 사실 뿐이야. 시간이 흐르고 주위 사람들의 연민이 바닥을 보일 때 너는 그 무엇도 될 수 없어. 확실히 내겐 문제가 많아. 하지만 그건 내 문제지 네 문제인가? 내가 몇 번이나 말했었지. 네가 나를 괴롭히는 이유 다시 한 번 말해주겠어? 멍청한 이 몸은 기억을 못하겠네. .너 같은 불량품 자식과 나의 혈관에 같은 피가 흐른다는 게 수치스러워서 견딜 수가 없어. 이쯤되면 목을 메달든 손목을 긋든 어서 자살하라고 내 손을 더럽히려 하지 말고. 절대 그럴 일 없다네 형제여. 네 삶의 모든 것을 불살라버릴 거야. 이 세상 모든 것이 너를 적대하게 되겠지. 그 때 가서 후회하지 마.,기타 괴롭힘 대화,"비록 껍질로 태어났지만 그는 아직 살아있습니다. 좋은 아침입니다. 하지만 상황이 나아질 것 같지 않습니다. 모두 당신 덕분이에요. 당신의 존재는 당신과 함께 있는 모든 사람에게 불편을 끼칠 뿐입니다. 그렇게 생각해요. 어떻게 생각하시든 저는 괜찮습니다. 나는 단지 사실을 말하고 있을 뿐입니다. 시간이 흐르고 주변 사람들의 연민이 지쳐갈수록 당신은 더 이상 다른 어떤 것도 될 수 없습니다. 나에겐 확실히 문제가 많다. 하지만 그게 내 문제인가요, 아니면 당신의 문제인가요? 내가 몇 번이나 말했지. 왜 나를 괴롭히는지 다시 한 번 말해줄 수 있나요? 이 멍청한 몸은 기억을 못한다. .나는 당신과 같은 장애아로서 내 혈관에 같은 피가 흐르고 있다는 수치심을 참을 수 없습니다. 이때 목을 매거나 손목을 그어서 자살하라고 해서 손을 더럽히지 마세요. 그런 일은 절대 일어나지 않을 거예요, 형제님. 나는 당신의 삶의 모든 것을 불태울 것입니다. 이 세상의 모든 것이 당신을 반대할 것입니다. 그럼 거기로 가는 것을 후회하지 마세요."
나 떡볶이 사주라 내가? 응 너 싫은데 떡볶이 안 사주면 니 책 안 돌려준다 치사하다 떡볶이 사주라고 그러니까 알았어 진작 그럴것이지 책 꼭 돌려줘,갈취 대화,"떡볶이 좀 사줄래? 네, 저는 당신을 좋아하지 않습니다. 하지만 당신이 떡볶이를 사지 않으면 책을 돌려주지 않을 것입니다. 무례하니까 떡볶이 사달라고 했어. 좋아요, 이미 그런 일이 일어난 것 같아요. 책을 꼭 반납해주세요."
내가 지난번에 말한대로 좋게 말할 때 시키는대로 해. 왜그래. 나는 못하겠어. 야.그건 아무리 생각해도 우리가 할 수 없을거 같아. 이새끼들 니들이 그 일 못하면 칼로 니들 두 눈 신장 떼서 내가 팔아넘길거야. 진짜.진짜 못하겠는데. 어떻게 안될까? 너네 진짜 죽고싶어? 알겠어.시키는 대로 할게 야 너 미쳤어? 그래. 고분고분하게 해야지. 허튼 생각하면 니들 죽을 줄 알아. 제발 살려만 줘.,협박 대화,"지난번에 말했듯이, 내가 좋은 말을 하면 내가 말하는 대로 하세요. 무슨 일이야. 나는 그것을 할 수 없습니다. 아, 아무리 생각해도 우리는 할 수 없을 것 같아. 그렇지 않으면 내가 네 눈과 신장을 잘라 칼로 팔겠다. 정말, 정말 할 수 없습니다. 어떻게 작동하지 않을 수 있습니까? 정말 죽고 싶나요? 알았어, 네 말대로 할게. 야, 너 미쳤어? 좋아요. 당신은 순종해야합니다. 말도 안 되는 생각을 하면 죽는다. 제발 저를 구해주세요."
